source_db,source_id,source_name,omen_key,omen_c,omen_x,posture,implement,pattern,laterality,angle,mechanic,primary_muscles
free-exercise-db,Decline_Oblique_Crunch,Decline Oblique Crunch,OMEN-0.2-IBJODO4GRNC7G,decline spinal-flexion,posture=supine|implement=bodyweight|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=spinal-flexion|angle=decline|contraction=dynamic|range=full,supine,bodyweight,spinal-flexion,bilateral,decline,isolation,rectus-abdominis
free-exercise-db,Decline_Reverse_Crunch,Decline Reverse Crunch,OMEN-0.2-IBJODO4GRNC7G,decline spinal-flexion,posture=supine|implement=bodyweight|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=spinal-flexion|angle=decline|contraction=dynamic|range=full,supine,bodyweight,spinal-flexion,bilateral,decline,isolation,rectus-abdominis
free-exercise-db,Decline_Smith_Press,Decline Smith Press,OMEN-0.2-57YCGQARUOAB2,decline machine vertical-push,posture=standing|implement=machine|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=vertical-push|angle=decline|contraction=dynamic|range=full,standing,machine,vertical-push,bilateral,decline,compound,anterior-deltoid;triceps;upper-pectoralis
free-exercise-db,Deficit_Deadlift,Deficit Deadlift,OMEN-0.2-MFAICDJOZLTGS,barbell hip-hinge deficit,posture=standing|implement=barbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=hip-hinge|angle=flat|contraction=dynamic|range=deficit,standing,barbell,hip-hinge,bilateral,flat,compound,gluteus-maximus;hamstrings;erector-spinae
free-exercise-db,Dip_Machine,Dip Machine,OMEN-0.2-3UPZ3OXB2RIYC,machine horizontal-push,posture=supine|implement=machine|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=horizontal-push|angle=flat|contraction=dynamic|range=full,supine,machine,horizontal-push,bilateral,flat,compound,pectoralis-major;anterior-deltoid;triceps
free-exercise-db,Dips_-_Triceps_Version,Dips - Triceps Version,OMEN-0.2-NLGPA4CDJVIXG,elbow-extension,posture=standing|implement=bodyweight|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=elbow-extension|angle=flat|contraction=dynamic|range=full,standing,bodyweight,elbow-extension,bilateral,flat,isolation,triceps
free-exercise-db,Double_Kettlebell_Push_Press,Double Kettlebell Push Press,OMEN-0.2-2OIWIU7HL3XGY,kettlebell vertical-push,posture=standing|implement=kettlebell|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=vertical-push|angle=flat|contraction=dynamic|range=full,standing,kettlebell,vertical-push,bilateral,flat,compound,anterior-deltoid;triceps;upper-pectoralis
free-exercise-db,Double_Kettlebell_Windmill,Double Kettlebell Windmill,OMEN-0.2-ERPYUQXRJW7Z4,kettlebell spinal-flexion,posture=supine|implement=kettlebell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=spinal-flexion|angle=flat|contraction=dynamic|range=full,supine,kettlebell,spinal-flexion,bilateral,flat,isolation,rectus-abdominis
free-exercise-db,Downward_Facing_Balance,Downward Facing Balance,OMEN-0.2-NZNK4OR65OW2A,stability-ball hip-extension,posture=supine|implement=stability-ball|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=hip-extension|angle=flat|contraction=dynamic|range=full,supine,stability-ball,hip-extension,bilateral,flat,isolation,gluteus-maximus
free-exercise-db,Drag_Curl,Drag Curl,OMEN-0.2-VS436TATXEDMG,barbell elbow-flexion,posture=standing|implement=barbell|attachment=none|grip_orientation=supinated|grip_width=standard|laterality=bilateral|pattern=elbow-flexion|angle=flat|contraction=dynamic|range=full,standing,barbell,elbow-flexion,bilateral,flat,isolation,biceps;brachialis
free-exercise-db,Dumbbell_Alternate_Bicep_Curl,Dumbbell Alternate Bicep Curl,OMEN-0.2-JF3ZT3ZEKIOSW,dumbbell alternating elbow-flexion,posture=standing|implement=dumbbell|attachment=none|grip_orientation=supinated|grip_width=standard|laterality=alternating|pattern=elbow-flexion|angle=flat|contraction=dynamic|range=full,standing,dumbbell,elbow-flexion,alternating,flat,isolation,biceps;brachialis
free-exercise-db,Dumbbell_Bench_Press,Dumbbell Bench Press,OMEN-0.2-KYBGMXCO33UC2,dumbbell horizontal-push,posture=supine|implement=dumbbell|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=horizontal-push|angle=flat|contraction=dynamic|range=full,supine,dumbbell,horizontal-push,bilateral,flat,compound,pectoralis-major;anterior-deltoid;triceps
free-exercise-db,Dumbbell_Bench_Press_with_Neutral_Grip,Dumbbell Bench Press with Neutral Grip,OMEN-0.2-3WT3ELCPU7OZC,dumbbell neutral horizontal-push,posture=supine|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=horizontal-push|angle=flat|contraction=dynamic|range=full,supine,dumbbell,horizontal-push,bilateral,flat,compound,pectoralis-major;anterior-deltoid;triceps
free-exercise-db,Dumbbell_Bicep_Curl,Dumbbell Bicep Curl,OMEN-0.2-ZNSD76WQCIMAE,dumbbell elbow-flexion,posture=standing|implement=dumbbell|attachment=none|grip_orientation=supinated|grip_width=standard|laterality=bilateral|pattern=elbow-flexion|angle=flat|contraction=dynamic|range=full,standing,dumbbell,elbow-flexion,bilateral,flat,isolation,biceps;brachialis
free-exercise-db,Dumbbell_Floor_Press,Dumbbell Floor Press,OMEN-0.2-KYBGMXCO33UC2,dumbbell horizontal-push,posture=supine|implement=dumbbell|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=horizontal-push|angle=flat|contraction=dynamic|range=full,supine,dumbbell,horizontal-push,bilateral,flat,compound,pectoralis-major;anterior-deltoid;triceps
free-exercise-db,Dumbbell_Flyes,Dumbbell Flyes,OMEN-0.2-HWRDSN6ICZLPC,dumbbell shoulder-horizontal-adduction,posture=standing|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=shoulder-horizontal-adduction|angle=flat|contraction=dynamic|range=full,standing,dumbbell,shoulder-horizontal-adduction,bilateral,flat,isolation,pectoralis-major
free-exercise-db,Dumbbell_Incline_Row,Dumbbell Incline Row,OMEN-0.2-UBNNDSRPMPYNS,incline dumbbell horizontal-pull,posture=bent-over|implement=dumbbell|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=horizontal-pull|angle=incline|contraction=dynamic|range=full,bent-over,dumbbell,horizontal-pull,bilateral,incline,compound,latissimus-dorsi;rhomboids;mid-trapezius;posterior-deltoid
free-exercise-db,Dumbbell_Incline_Shoulder_Raise,Dumbbell Incline Shoulder Raise,OMEN-0.2-3CJ4AAK5RSJ5O,incline dumbbell shoulder-abduction,posture=standing|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=shoulder-abduction|angle=incline|contraction=dynamic|range=full,standing,dumbbell,shoulder-abduction,bilateral,incline,isolation,lateral-deltoid
free-exercise-db,Dumbbell_Lunges,Dumbbell Lunges,OMEN-0.2-ML535CTNKFJQS,dumbbell lunge,posture=standing|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=lunge|angle=flat|contraction=dynamic|range=full,standing,dumbbell,lunge,bilateral,flat,compound,quadriceps;gluteus-maximus
free-exercise-db,Dumbbell_Lying_One-Arm_Rear_Lateral_Raise,Dumbbell Lying One-Arm Rear Lateral Raise,OMEN-0.2-GC77X6XULJ7ME,dumbbell unilateral shoulder-horizontal-abduction,posture=supine|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=unilateral|pattern=shoulder-horizontal-abduction|angle=flat|contraction=dynamic|range=full,supine,dumbbell,shoulder-horizontal-abduction,unilateral,flat,isolation,posterior-deltoid
free-exercise-db,Dumbbell_Lying_Pronation,Dumbbell Lying Pronation,OMEN-0.2-JCMRKJ2BAKRMQ,dumbbell wrist-flexion,posture=supine|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=wrist-flexion|angle=flat|contraction=dynamic|range=full,supine,dumbbell,wrist-flexion,bilateral,flat,isolation,forearm-flexors
free-exercise-db,Dumbbell_Lying_Rear_Lateral_Raise,Dumbbell Lying Rear Lateral Raise,OMEN-0.2-LK6YJZJUMP2YW,dumbbell shoulder-horizontal-abduction,posture=supine|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=shoulder-horizontal-abduction|angle=flat|contraction=dynamic|range=full,supine,dumbbell,shoulder-horizontal-abduction,bilateral,flat,isolation,posterior-deltoid
free-exercise-db,Dumbbell_Lying_Supination,Dumbbell Lying Supination,OMEN-0.2-JCMRKJ2BAKRMQ,dumbbell wrist-flexion,posture=supine|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=wrist-flexion|angle=flat|contraction=dynamic|range=full,supine,dumbbell,wrist-flexion,bilateral,flat,isolation,forearm-flexors
free-exercise-db,Dumbbell_One-Arm_Shoulder_Press,Dumbbell One-Arm Shoulder Press,OMEN-0.2-MYOVA3GKCIO72,dumbbell unilateral vertical-push,posture=standing|implement=dumbbell|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=unilateral|pattern=vertical-push|angle=flat|contraction=dynamic|range=full,standing,dumbbell,vertical-push,unilateral,flat,compound,anterior-deltoid;triceps;upper-pectoralis
free-exercise-db,Dumbbell_One-Arm_Triceps_Extension,Dumbbell One-Arm Triceps Extension,OMEN-0.2-EIMPXZ4ED5TAM,dumbbell unilateral elbow-extension,posture=standing|implement=dumbbell|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=unilateral|pattern=elbow-extension|angle=flat|contraction=dynamic|range=full,standing,dumbbell,elbow-extension,unilateral,flat,isolation,triceps
free-exercise-db,Dumbbell_One-Arm_Upright_Row,Dumbbell One-Arm Upright Row,OMEN-0.2-3VW7P67SNVMKG,dumbbell unilateral scapular-elevation,posture=standing|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=unilateral|pattern=scapular-elevation|angle=flat|contraction=dynamic|range=full,standing,dumbbell,scapular-elevation,unilateral,flat,isolation,upper-trapezius
free-exercise-db,Dumbbell_Prone_Incline_Curl,Dumbbell Prone Incline Curl,OMEN-0.2-6RVU4IN2CG3OA,incline dumbbell elbow-flexion,posture=prone|implement=dumbbell|attachment=none|grip_orientation=supinated|grip_width=standard|laterality=bilateral|pattern=elbow-flexion|angle=incline|contraction=dynamic|range=full,prone,dumbbell,elbow-flexion,bilateral,incline,isolation,biceps;brachialis
free-exercise-db,Dumbbell_Raise,Dumbbell Raise,OMEN-0.2-QPXDT4WQ2KFYE,dumbbell vertical-push,posture=standing|implement=dumbbell|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=vertical-push|angle=flat|contraction=dynamic|range=full,standing,dumbbell,vertical-push,bilateral,flat,compound,anterior-deltoid;triceps;upper-pectoralis
free-exercise-db,Dumbbell_Rear_Lunge,Dumbbell Rear Lunge,OMEN-0.2-ML535CTNKFJQS,dumbbell lunge,posture=standing|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=lunge|angle=flat|contraction=dynamic|range=full,standing,dumbbell,lunge,bilateral,flat,compound,quadriceps;gluteus-maximus
free-exercise-db,Dumbbell_Scaption,Dumbbell Scaption,OMEN-0.2-AQWQCZJ3LKYB2,dumbbell shoulder-abduction,posture=standing|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=shoulder-abduction|angle=flat|contraction=dynamic|range=full,standing,dumbbell,shoulder-abduction,bilateral,flat,isolation,lateral-deltoid
free-exercise-db,Dumbbell_Seated_One-Leg_Calf_Raise,Dumbbell Seated One-Leg Calf Raise,OMEN-0.2-6XFXZPTCJ5C4K,seated dumbbell unilateral plantarflexion,posture=seated|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=unilateral|pattern=plantarflexion|angle=flat|contraction=dynamic|range=full,seated,dumbbell,plantarflexion,unilateral,flat,isolation,gastrocnemius;soleus
free-exercise-db,Dumbbell_Shoulder_Press,Dumbbell Shoulder Press,OMEN-0.2-QPXDT4WQ2KFYE,dumbbell vertical-push,posture=standing|implement=dumbbell|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=vertical-push|angle=flat|contraction=dynamic|range=full,standing,dumbbell,vertical-push,bilateral,flat,compound,anterior-deltoid;triceps;upper-pectoralis
free-exercise-db,Dumbbell_Shrug,Dumbbell Shrug,OMEN-0.2-7KLBTG5UEYDUS,dumbbell scapular-elevation,posture=standing|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=scapular-elevation|angle=flat|contraction=dynamic|range=full,standing,dumbbell,scapular-elevation,bilateral,flat,isolation,upper-trapezius
free-exercise-db,Dumbbell_Side_Bend,Dumbbell Side Bend,OMEN-0.2-LC3563PL57JRY,dumbbell spinal-lateral-flexion,posture=standing|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=spinal-lateral-flexion|angle=flat|contraction=dynamic|range=full,standing,dumbbell,spinal-lateral-flexion,bilateral,flat,isolation,obliques
free-exercise-db,Dumbbell_Squat,Dumbbell Squat,OMEN-0.2-AQZK42IGNTTFC,dumbbell squat,posture=standing|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=squat|angle=flat|contraction=dynamic|range=full,standing,dumbbell,squat,bilateral,flat,compound,quadriceps;gluteus-maximus
free-exercise-db,Dumbbell_Squat_To_A_Bench,Dumbbell Squat To A Bench,OMEN-0.2-AQZK42IGNTTFC,dumbbell squat,posture=standing|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=squat|angle=flat|contraction=dynamic|range=full,standing,dumbbell,squat,bilateral,flat,compound,quadriceps;gluteus-maximus
free-exercise-db,Dumbbell_Step_Ups,Dumbbell Step Ups,OMEN-0.2-AQZK42IGNTTFC,dumbbell squat,posture=standing|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=squat|angle=flat|contraction=dynamic|range=full,standing,dumbbell,squat,bilateral,flat,compound,quadriceps;gluteus-maximus
free-exercise-db,Dumbbell_Tricep_Extension_-Pronated_Grip,Dumbbell Tricep Extension -Pronated Grip,OMEN-0.2-ZM2XSGIVSN5CG,dumbbell elbow-extension,posture=standing|implement=dumbbell|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=elbow-extension|angle=flat|contraction=dynamic|range=full,standing,dumbbell,elbow-extension,bilateral,flat,isolation,triceps
free-exercise-db,EZ-Bar_Curl,EZ-Bar Curl,OMEN-0.2-7MRH57YFCMYL4,ez-bar elbow-flexion,posture=standing|implement=ez-bar|attachment=none|grip_orientation=supinated|grip_width=standard|laterality=bilateral|pattern=elbow-flexion|angle=flat|contraction=dynamic|range=full,standing,ez-bar,elbow-flexion,bilateral,flat,isolation,biceps;brachialis
free-exercise-db,EZ-Bar_Skullcrusher,EZ-Bar Skullcrusher,OMEN-0.2-SMCLS7JX5YDRU,ez-bar elbow-extension,posture=standing|implement=ez-bar|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=elbow-extension|angle=flat|contraction=dynamic|range=full,standing,ez-bar,elbow-extension,bilateral,flat,isolation,triceps
free-exercise-db,Elbow_to_Knee,Elbow to Knee,OMEN-0.2-NEBO6LLZQU252,spinal-flexion,posture=supine|implement=bodyweight|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=spinal-flexion|angle=flat|contraction=dynamic|range=full,supine,bodyweight,spinal-flexion,bilateral,flat,isolation,rectus-abdominis
free-exercise-db,Elevated_Back_Lunge,Elevated Back Lunge,OMEN-0.2-JDNTB5KOOSCU4,barbell lunge,posture=standing|implement=barbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=lunge|angle=flat|contraction=dynamic|range=full,standing,barbell,lunge,bilateral,flat,compound,quadriceps;gluteus-maximus
free-exercise-db,Elevated_Cable_Rows,Elevated Cable Rows,OMEN-0.2-R7LRNHCBP35RO,cable vertical-pull,posture=hanging|implement=cable|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=vertical-pull|angle=flat|contraction=dynamic|range=full,hanging,cable,vertical-pull,bilateral,flat,compound,latissimus-dorsi;teres-major
free-exercise-db,Exercise_Ball_Crunch,Exercise Ball Crunch,OMEN-0.2-P255TVQLYCBDS,stability-ball spinal-flexion,posture=supine|implement=stability-ball|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=spinal-flexion|angle=flat|contraction=dynamic|range=full,supine,stability-ball,spinal-flexion,bilateral,flat,isolation,rectus-abdominis
free-exercise-db,Exercise_Ball_Pull-In,Exercise Ball Pull-In,OMEN-0.2-P255TVQLYCBDS,stability-ball spinal-flexion,posture=supine|implement=stability-ball|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=spinal-flexion|angle=flat|contraction=dynamic|range=full,supine,stability-ball,spinal-flexion,bilateral,flat,isolation,rectus-abdominis
free-exercise-db,Extended_Range_One-Arm_Kettlebell_Floor_Press,Extended Range One-Arm Kettlebell Floor Press,OMEN-0.2-PTN2SBQCR6DLG,kettlebell unilateral horizontal-push,posture=supine|implement=kettlebell|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=unilateral|pattern=horizontal-push|angle=flat|contraction=dynamic|range=full,supine,kettlebell,horizontal-push,unilateral,flat,compound,pectoralis-major;anterior-deltoid;triceps
free-exercise-db,External_Rotation,External Rotation,OMEN-0.2-QLFXUNJV7MP5E,dumbbell shoulder-external-rotation,posture=standing|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=shoulder-external-rotation|angle=flat|contraction=dynamic|range=full,standing,dumbbell,shoulder-external-rotation,bilateral,flat,isolation,infraspinatus;teres-minor
free-exercise-db,External_Rotation_with_Band,External Rotation with Band,OMEN-0.2-PJ2ARSJEQPTY6,band shoulder-external-rotation,posture=standing|implement=band|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=shoulder-external-rotation|angle=flat|contraction=dynamic|range=full,standing,band,shoulder-external-rotation,bilateral,flat,isolation,infraspinatus;teres-minor
free-exercise-db,External_Rotation_with_Cable,External Rotation with Cable,OMEN-0.2-GS2FYP2IUOFWS,cable shoulder-external-rotation,posture=standing|implement=cable|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=shoulder-external-rotation|angle=flat|contraction=dynamic|range=full,standing,cable,shoulder-external-rotation,bilateral,flat,isolation,infraspinatus;teres-minor
free-exercise-db,Face_Pull,Face Pull,OMEN-0.2-DDKAKR7SIYZEC,cable shoulder-horizontal-abduction,posture=bent-over|implement=cable|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=shoulder-horizontal-abduction|angle=flat|contraction=dynamic|range=full,bent-over,cable,shoulder-horizontal-abduction,bilateral,flat,isolation,posterior-deltoid
free-exercise-db,Flat_Bench_Cable_Flyes,Flat Bench Cable Flyes,OMEN-0.2-X23FCWND3JVRQ,cable shoulder-horizontal-adduction,posture=standing|implement=cable|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=shoulder-horizontal-adduction|angle=flat|contraction=dynamic|range=full,standing,cable,shoulder-horizontal-adduction,bilateral,flat,isolation,pectoralis-major
free-exercise-db,Flat_Bench_Leg_Pull-In,Flat Bench Leg Pull-In,OMEN-0.2-NEBO6LLZQU252,spinal-flexion,posture=supine|implement=bodyweight|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=spinal-flexion|angle=flat|contraction=dynamic|range=full,supine,bodyweight,spinal-flexion,bilateral,flat,isolation,rectus-abdominis
free-exercise-db,Flat_Bench_Lying_Leg_Raise,Flat Bench Lying Leg Raise,OMEN-0.2-SU7GKJIEIMXCE,hip-flexion,posture=supine|implement=bodyweight|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=hip-flexion|angle=flat|contraction=dynamic|range=full,supine,bodyweight,hip-flexion,bilateral,flat,isolation,iliopsoas;rectus-femoris
free-exercise-db,Flexor_Incline_Dumbbell_Curls,Flexor Incline Dumbbell Curls,OMEN-0.2-VAHBX7VRCINDQ,incline dumbbell elbow-flexion,posture=standing|implement=dumbbell|attachment=none|grip_orientation=supinated|grip_width=standard|laterality=bilateral|pattern=elbow-flexion|angle=incline|contraction=dynamic|range=full,standing,dumbbell,elbow-flexion,bilateral,incline,isolation,biceps;brachialis
free-exercise-db,Floor_Press,Floor Press,OMEN-0.2-VRQRJHQSX5NX6,barbell horizontal-push,posture=supine|implement=barbell|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=horizontal-push|angle=flat|contraction=dynamic|range=full,supine,barbell,horizontal-push,bilateral,flat,compound,pectoralis-major;anterior-deltoid;triceps
free-exercise-db,Floor_Press_with_Chains,Floor Press with Chains,OMEN-0.2-VRQRJHQSX5NX6,barbell horizontal-push,posture=supine|implement=barbell|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=horizontal-push|angle=flat|contraction=dynamic|range=full,supine,barbell,horizontal-push,bilateral,flat,compound,pectoralis-major;anterior-deltoid;triceps
free-exercise-db,Flutter_Kicks,Flutter Kicks,OMEN-0.2-W465DMCUMO2WG,hip-extension,posture=supine|implement=bodyweight|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=hip-extension|angle=flat|contraction=dynamic|range=full,supine,bodyweight,hip-extension,bilateral,flat,isolation,gluteus-maximus
free-exercise-db,Frankenstein_Squat,Frankenstein Squat,OMEN-0.2-HWYDOFIMW3MXQ,barbell squat,posture=standing|implement=barbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=squat|angle=flat|contraction=dynamic|range=full,standing,barbell,squat,bilateral,flat,compound,quadriceps;gluteus-maximus
free-exercise-db,Freehand_Jump_Squat,Freehand Jump Squat,OMEN-0.2-KZ7HKC5U32MXG,squat,posture=standing|implement=bodyweight|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=squat|angle=flat|contraction=dynamic|range=full,standing,bodyweight,squat,bilateral,flat,compound,quadriceps;gluteus-maximus
free-exercise-db,Frog_Sit-Ups,Frog Sit-Ups,OMEN-0.2-NEBO6LLZQU252,spinal-flexion,posture=supine|implement=bodyweight|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=spinal-flexion|angle=flat|contraction=dynamic|range=full,supine,bodyweight,spinal-flexion,bilateral,flat,isolation,rectus-abdominis
free-exercise-db,Front_Barbell_Squat,Front Barbell Squat,OMEN-0.2-HWYDOFIMW3MXQ,barbell squat,posture=standing|implement=barbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=squat|angle=flat|contraction=dynamic|range=full,standing,barbell,squat,bilateral,flat,compound,quadriceps;gluteus-maximus
free-exercise-db,Front_Barbell_Squat_To_A_Bench,Front Barbell Squat To A Bench,OMEN-0.2-HWYDOFIMW3MXQ,barbell squat,posture=standing|implement=barbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=squat|angle=flat|contraction=dynamic|range=full,standing,barbell,squat,bilateral,flat,compound,quadriceps;gluteus-maximus
free-exercise-db,Front_Cable_Raise,Front Cable Raise,OMEN-0.2-I5PXZJYYWAQEQ,cable shoulder-abduction,posture=standing|implement=cable|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=shoulder-abduction|angle=flat|contraction=dynamic|range=full,standing,cable,shoulder-abduction,bilateral,flat,isolation,lateral-deltoid
free-exercise-db,Front_Dumbbell_Raise,Front Dumbbell Raise,OMEN-0.2-AQWQCZJ3LKYB2,dumbbell shoulder-abduction,posture=standing|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=shoulder-abduction|angle=flat|contraction=dynamic|range=full,standing,dumbbell,shoulder-abduction,bilateral,flat,isolation,lateral-deltoid
free-exercise-db,Front_Incline_Dumbbell_Raise,Front Incline Dumbbell Raise,OMEN-0.2-3CJ4AAK5RSJ5O,incline dumbbell shoulder-abduction,posture=standing|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=shoulder-abduction|angle=incline|contraction=dynamic|range=full,standing,dumbbell,shoulder-abduction,bilateral,incline,isolation,lateral-deltoid
free-exercise-db,Front_Plate_Raise,Front Plate Raise,OMEN-0.2-HW7JPF2KZ6O6Q,plate shoulder-abduction,posture=standing|implement=plate|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=shoulder-abduction|angle=flat|contraction=dynamic|range=full,standing,plate,shoulder-abduction,bilateral,flat,isolation,lateral-deltoid
free-exercise-db,Front_Raise_And_Pullover,Front Raise And Pullover,OMEN-0.2-UKK4UNFEWOHEE,barbell shoulder-extension,posture=standing|implement=barbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=shoulder-extension|angle=flat|contraction=dynamic|range=full,standing,barbell,shoulder-extension,bilateral,flat,isolation,latissimus-dorsi;teres-major
free-exercise-db,Front_Squats_With_Two_Kettlebells,Front Squats With Two Kettlebells,OMEN-0.2-EQIBZVEED3L2Q,kettlebell squat,posture=standing|implement=kettlebell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=squat|angle=flat|contraction=dynamic|range=full,standing,kettlebell,squat,bilateral,flat,compound,quadriceps;gluteus-maximus
free-exercise-db,Front_Two-Dumbbell_Raise,Front Two-Dumbbell Raise,OMEN-0.2-AQWQCZJ3LKYB2,dumbbell shoulder-abduction,posture=standing|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=shoulder-abduction|angle=flat|contraction=dynamic|range=full,standing,dumbbell,shoulder-abduction,bilateral,flat,isolation,lateral-deltoid
free-exercise-db,Full_Range-Of-Motion_Lat_Pulldown,Full Range-Of-Motion Lat Pulldown,OMEN-0.2-R7LRNHCBP35RO,cable vertical-pull,posture=hanging|implement=cable|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=vertical-pull|angle=flat|contraction=dynamic|range=full,hanging,cable,vertical-pull,bilateral,flat,compound,latissimus-dorsi;teres-major
free-exercise-db,Glute_Ham_Raise,Glute Ham Raise,OMEN-0.2-PCCRMJARHDEDC,machine knee-flexion,posture=prone|implement=machine|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=knee-flexion|angle=flat|contraction=dynamic|range=full,prone,machine,knee-flexion,bilateral,flat,isolation,hamstrings
free-exercise-db,Glute_Kickback,Glute Kickback,OMEN-0.2-W465DMCUMO2WG,hip-extension,posture=supine|implement=bodyweight|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=hip-extension|angle=flat|contraction=dynamic|range=full,supine,bodyweight,hip-extension,bilateral,flat,isolation,gluteus-maximus
free-exercise-db,Goblet_Squat,Goblet Squat,OMEN-0.2-EQIBZVEED3L2Q,kettlebell squat,posture=standing|implement=kettlebell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=squat|angle=flat|contraction=dynamic|range=full,standing,kettlebell,squat,bilateral,flat,compound,quadriceps;gluteus-maximus
